customerID,Contract,InternetService,PaymentMethod,tenure,tenure_band,MonthlyCharges,TotalCharges,addon_count,churned,churn_probability,decile
7301-ABVAD,Two year,DSL,Bank transfer (automatic),72,72m+,86.6,6350.5,5,0,0.01606635677829702,9
6614-FHDBO,Two year,Fiber optic,Bank transfer (automatic),72,72m+,109.2,7878.3,5,0,0.03974685904276378,8
7576-ASEJU,One year,DSL,Credit card (automatic),41,24-48m,74.7,3187.65,4,0,0.05555896921160768,8
9058-HRZSV,Month-to-month,Fiber optic,Electronic check,65,48-72m,94.4,6126.15,4,0,0.1561180005373055,6
4522-AKYLR,Month-to-month,DSL,Electronic check,13,12-24m,54.8,731.3,2,0,0.43151657546138017,3
0221-WMXNQ,Month-to-month,Fiber optic,Electronic check,4,0-6m,75.35,273.4,1,0,0.5706313126729322,2
0303-UNCIP,One year,DSL,Mailed check,41,24-48m,65.0,2531.8,2,0,0.08968836465420775,7
9947-OTFQU,Month-to-month,Fiber optic,Electronic check,15,12-24m,74.4,1074.3,1,1,0.636897084230419,2
0322-YINQP,Month-to-month,DSL,Mailed check,1,0-6m,48.55,48.55,1,1,0.3199391127185494,4
0959-WHOKV,One year,Fiber optic,Electronic check,42,24-48m,99.0,4298.45,4,0,0.2461941535602372,5
4075-JFPGR,One year,Fiber optic,Electronic check,51,48-72m,93.5,4619.55,4,0,0.15414461321499406,6
4629-NRXKX,Month-to-month,Fiber optic,Electronic check,2,0-6m,70.4,147.15,0,1,0.5689122169022659,2
9514-JDSKI,Month-to-month,DSL,Electronic check,1,0-6m,40.2,40.2,2,1,0.626386251916554,2
3282-ZISZV,One year,DSL,Credit card (automatic),32,24-48m,83.7,2633.3,5,0,0.09681424289345647,7
3675-YDUPJ,Month-to-month,No,Mailed check,10,6-12m,19.85,193.05,0,0,0.17329792713963713,6
4111-BNXIF,Two year,DSL,Electronic check,67,48-72m,59.55,4103.9,5,0,0.041443076927953126,8
7017-VFHAY,Two year,Fiber optic,Credit card (automatic),61,48-72m,115.1,7008.15,6,0,0.032290593964881986,9
6655-LHBYW,One year,Fiber optic,Credit card (automatic),50,48-72m,114.35,5791.1,6,0,0.09969612495188572,7
4959-JOSRX,Month-to-month,DSL,Credit card (automatic),2,0-6m,44.6,80.55,0,1,0.3783546772671073,4
5046-NUHWD,Month-to-month,DSL,Electronic check,29,24-48m,45.0,1228.65,3,0,0.3900781810039981,3
7273-TEFQD,Month-to-month,DSL,Electronic check,3,0-6m,41.15,132.2,2,1,0.6984167986617241,1
3606-TWKGI,Month-to-month,Fiber optic,Electronic check,13,12-24m,106.9,1364.3,4,1,0.800318686334493,1
7529-ZDFXI,Month-to-month,Fiber optic,Electronic check,57,48-72m,89.85,4925.35,2,0,0.3996249957281138,3
7605-BDWDC,Two year,DSL,Bank transfer (automatic),31,24-48m,49.85,1520.1,4,0,0.057016830735216004,8
1950-KSVVJ,One year,Fiber optic,Mailed check,45,24-48m,113.3,5032.25,6,0,0.10822718051020261,7
0123-CRBRT,Two year,DSL,Mailed check,61,48-72m,88.1,5526.75,6,0,0.014052263568171228,10
6292-TOSSS,Two year,No,Bank transfer (automatic),50,48-72m,24.9,1195.25,0,0,0.013917087177315476,10
3197-ARFOY,Month-to-month,Fiber optic,Mailed check,19,12-24m,105.0,2007.25,5,0,0.45140658533819744,3
6323-AYBRX,Two year,No,Mailed check,59,48-72m,19.35,1099.6,0,1,0.007821835160054117,10
7014-ZZXAW,Two year,No,Credit card (automatic),71,48-72m,24.25,1732.95,0,0,0.009394761131075364,10
4385-GZQXV,Month-to-month,Fiber optic,Electronic check,16,12-24m,94.45,1511.2,3,1,0.6922261308408676,1
7633-MVPUY,Two year,DSL,Electronic check,57,48-72m,59.75,3450.15,3,0,0.017247233079467815,9
6366-ZGQGL,Month-to-month,DSL,Bank transfer (automatic),1,0-6m,24.8,24.8,0,1,0.43112686064891215,3
4716-HHKQH,Month-to-month,Fiber optic,Electronic check,20,12-24m,107.05,2172.05,4,0,0.5973249441570913,2
5940-AHUHD,Month-to-month,Fiber optic,Mailed check,1,0-6m,70.6,70.6,0,1,0.5217887101808265,3
6432-TWQLB,Month-to-month,Fiber optic,Electronic check,5,0-6m,85.4,401.1,2,1,0.625822859884599,2
4484-GLZOU,Month-to-month,Fiber optic,Electronic check,52,48-72m,105.05,5624.85,4,1,0.45748106113972453,3
3179-GBRWV,Month-to-month,DSL,Bank transfer (automatic),21,12-24m,64.95,1339.8,3,0,0.23878183723614704,5
8645-KWHJO,Month-to-month,DSL,Electronic check,14,12-24m,55.0,771.95,4,0,0.5589388990553702,2
4130-MZLCC,Month-to-month,DSL,Bank transfer (automatic),5,0-6m,50.55,244.75,1,0,0.26898069915806977,5
0314-TKOSI,Month-to-month,DSL,Mailed check,6,6-12m,55.15,322.9,2,0,0.19893142558610047,5
8229-MYEJZ,Month-to-month,DSL,Electronic check,10,6-12m,51.2,498.25,1,0,0.3213194410522712,4
2080-SRCDE,Month-to-month,No,Mailed check,1,0-6m,25.4,25.4,0,0,0.18587798252285398,5
9577-WJVCQ,Month-to-month,DSL,Mailed check,68,48-72m,54.45,3687.75,1,0,0.04361576669193736,8
9512-UIBFX,Month-to-month,Fiber optic,Mailed check,18,12-24m,95.15,1779.95,3,1,0.4590373119743597,3
6202-DYYFX,One year,Fiber optic,Credit card (automatic),22,12-24m,76.0,1783.6,0,0,0.3371384746475078,4
3808-HFKDE,Month-to-month,DSL,Electronic check,20,12-24m,44.35,927.15,0,0,0.352646876593949,4
5583-SXDAG,Month-to-month,Fiber optic,Electronic check,1,0-6m,70.0,70.0,0,1,0.6147223117492597,2
3488-PGMQJ,Month-to-month,Fiber optic,Electronic check,8,6-12m,74.5,606.55,1,1,0.6889094422753986,1
3580-REOAC,Month-to-month,DSL,Credit card (automatic),10,6-12m,44.85,435.4,0,1,0.33254826465748427,4
7534-BFESC,Month-to-month,Fiber optic,Electronic check,24,24-48m,76.1,1712.7,0,1,0.6439060955613369,2
3727-OWVYD,One year,DSL,Mailed check,35,24-48m,61.2,2021.2,3,0,0.04206837797346109,8
2294-SALNE,One year,Fiber optic,Mailed check,23,12-24m,86.8,1940.8,3,0,0.11126990244311548,7
4847-TAJYI,Month-to-month,Fiber optic,Electronic check,6,6-12m,89.35,567.8,2,0,0.8185109740319833,1
1563-IWQEX,Month-to-month,No,Mailed check,12,12-24m,19.7,220.35,0,0,0.12216798905428906,6
8203-XJZRC,Month-to-month,No,Mailed check,1,0-6m,20.25,20.25,0,0,0.16586034528093366,6
6556-DBKZF,Two year,Fiber optic,Electronic check,71,48-72m,76.05,5436.45,1,0,0.03289431308557909,8
6851-WEFYX,Month-to-month,Fiber optic,Electronic check,35,24-48m,100.8,3437.5,3,0,0.6649981384695615,2
2985-JUUBZ,Month-to-month,DSL,Electronic check,40,24-48m,74.55,3015.75,3,0,0.33466037744861266,4
6390-DSAZX,Month-to-month,Fiber optic,Mailed check,1,0-6m,73.6,73.6,1,1,0.49259557250037844,3
0895-LMRSF,One year,DSL,Bank transfer (automatic),23,12-24m,64.9,1509.8,2,0,0.21220843085554303,5
8098-LLAZX,Month-to-month,Fiber optic,Electronic check,4,0-6m,95.45,396.1,2,1,0.8623930172762199,1
8266-VBFQL,Month-to-month,Fiber optic,Electronic check,4,0-6m,90.4,356.65,3,0,0.6546359451511062,2
8181-YHCMF,Two year,DSL,Credit card (automatic),68,48-72m,60.3,4109.0,5,0,0.01884501073953255,9
2240-HSJQD,Month-to-month,Fiber optic,Mailed check,38,24-48m,81.85,3141.7,1,0,0.3129965448730366,4
1248-DYXUB,Two year,No,Mailed check,52,48-72m,24.8,1229.1,0,0,0.010440636247625094,10
0265-EDXBD,Month-to-month,Fiber optic,Electronic check,32,24-48m,74.9,2303.35,0,1,0.5688459731411041,2
4115-BNPJY,Two year,DSL,Mailed check,29,24-48m,75.55,2054.4,4,0,0.04431942548895717,8
3167-SNQPL,Month-to-month,Fiber optic,Electronic check,38,24-48m,101.15,3741.85,3,0,0.5052160548265157,3
4091-TVOCN,One year,DSL,Credit card (automatic),48,48-72m,78.75,3682.45,4,0,0.08718383101596791,7
1098-TDVUQ,Month-to-month,No,Bank transfer (automatic),1,0-6m,19.25,19.25,0,0,0.22433368245334492,5
7277-OZCGZ,Month-to-month,Fiber optic,Electronic check,22,12-24m,89.05,1886.25,3,0,0.4316550979879315,3
1557-EMYVT,Two year,Fiber optic,Credit card (automatic),43,24-48m,115.05,4895.1,6,0,0.07097723426338791,7
2799-ARNLO,Month-to-month,Fiber optic,Electronic check,5,0-6m,69.35,341.6,0,0,0.7131148024619186,1
7563-BIUPC,Month-to-month,Fiber optic,Electronic check,5,0-6m,80.6,415.55,1,1,0.7410890752415779,1
5027-YOCXN,One year,Fiber optic,Credit card (automatic),51,48-72m,110.05,5686.4,5,0,0.07946541492727713,7
3973-SKMLN,Two year,No,Credit card (automatic),71,48-72m,19.9,1355.1,0,0,0.007486432525276533,10
2321-OMBXY,One year,DSL,Credit card (automatic),38,24-48m,80.3,3058.65,5,1,0.039974233329547096,8
2840-XANRC,Month-to-month,Fiber optic,Electronic check,24,24-48m,93.15,2231.05,3,1,0.6966768440589448,1
6745-JEFZB,Month-to-month,Fiber optic,Credit card (automatic),35,24-48m,91.5,3236.35,2,0,0.36894537034327607,4
5020-ZSTTY,One year,DSL,Bank transfer (automatic),54,48-72m,82.45,4350.1,5,1,0.05000136154167719,8
9880-TDQAC,Two year,DSL,Electronic check,72,72m+,60.0,4264.0,5,0,0.034883873694840736,8
8705-WZCYL,Month-to-month,DSL,Electronic check,1,0-6m,44.8,44.8,0,0,0.5052414806161771,3
7102-JJVTX,One year,DSL,Mailed check,9,6-12m,48.6,422.3,1,0,0.09110652279482098,7
8626-PTQGE,Two year,DSL,Bank transfer (automatic),69,48-72m,60.05,4176.7,5,0,0.02238777011905981,9
4983-CLMLV,Month-to-month,Fiber optic,Credit card (automatic),52,48-72m,102.7,5138.1,4,0,0.2971224450687617,4
5701-YVSVF,Month-to-month,Fiber optic,Electronic check,11,6-12m,82.9,880.05,2,0,0.6680520272783962,1
5804-LEPIM,Month-to-month,Fiber optic,Electronic check,2,0-6m,70.35,139.05,0,1,0.743145402853167,1
5697-GOMBF,Month-to-month,DSL,Electronic check,28,24-48m,35.9,973.65,1,0,0.46926343625510797,3
2739-CACDQ,Month-to-month,Fiber optic,Credit card (automatic),17,12-24m,82.65,1470.05,1,0,0.5875074992656216,2
9385-EHGDO,Two year,No,Mailed check,35,24-48m,19.85,739.35,0,0,0.019395069353525883,9
9498-FIMXL,One year,No,Mailed check,8,6-12m,19.2,161.95,0,0,0.10086218069767487,7
2379-GYFLQ,One year,Fiber optic,Credit card (automatic),46,24-48m,94.9,4422.95,3,0,0.22207582818748295,5
0122-OAHPZ,Month-to-month,Fiber optic,Electronic check,7,6-12m,73.85,511.25,0,1,0.7315526200267086,1
2868-SNELZ,Month-to-month,Fiber optic,Mailed check,2,0-6m,80.6,155.8,1,1,0.5790327671864569,2
4322-RCYMT,One year,DSL,Bank transfer (automatic),68,48-72m,75.8,5293.95,4,1,0.027673659874908423,9
6680-NENYN,Two year,Fiber optic,Electronic check,43,24-48m,104.6,4759.85,4,1,0.25355544115987194,5
2088-IEBAU,Two year,DSL,Electronic check,68,48-72m,88.15,6148.45,6,0,0.029901372897069557,9
7982-VCELR,Month-to-month,Fiber optic,Credit card (automatic),36,24-48m,94.8,3565.65,3,0,0.44277814145704614,3
1343-EHPYB,Month-to-month,Fiber optic,Electronic check,63,48-72m,103.4,6603.0,4,1,0.37738014315750706,4
6035-BXTTY,Month-to-month,DSL,Bank transfer (automatic),32,24-48m,54.65,1830.1,2,0,0.11638825199882916,6
6885-PKOAM,Two year,DSL,Credit card (automatic),71,48-72m,85.75,6223.8,6,0,0.012654135015479344,10
7520-HQWJU,Month-to-month,DSL,Bank transfer (automatic),66,48-72m,67.45,4508.65,3,0,0.04422582657695,8
9639-BUJXT,One year,No,Mailed check,63,48-72m,20.5,1328.15,0,0,0.011942632943209816,10
5924-SNGKP,One year,No,Credit card (automatic),41,24-48m,20.25,865.0,0,0,0.03098005475434425,9
0021-IKXGC,Month-to-month,Fiber optic,Electronic check,1,0-6m,72.1,72.1,0,0,0.8119873100462662,1
2034-GDRCN,Month-to-month,Fiber optic,Electronic check,2,0-6m,90.4,168.2,2,1,0.8020607461129935,1
8966-SNIZF,Two year,No,Bank transfer (automatic),70,48-72m,19.45,1303.5,0,0,0.005036143107593231,10
6243-OZGFH,Month-to-month,DSL,Electronic check,23,12-24m,44.95,996.85,2,0,0.5781560606427557,2
4654-DLAMQ,One year,Fiber optic,Bank transfer (automatic),64,48-72m,97.0,6430.9,4,0,0.05411810804730561,8
0513-RBGPE,Two year,DSL,Credit card (automatic),37,24-48m,62.8,2278.75,3,0,0.02843107810949041,9
5160-UXJED,One year,DSL,Mailed check,17,12-24m,44.6,681.4,0,0,0.10397807571137446,7
4115-NZRKS,Month-to-month,Fiber optic,Electronic check,7,6-12m,89.15,574.35,2,0,0.8141921439310219,1
0219-YTZUE,Month-to-month,Fiber optic,Bank transfer (automatic),4,0-6m,84.8,371.9,2,1,0.5778025784801201,2
0623-IIHUG,Month-to-month,DSL,Electronic check,21,12-24m,41.9,840.1,2,1,0.48627211745218596,3
4572-DVCGN,Month-to-month,Fiber optic,Bank transfer (automatic),10,6-12m,80.25,846.0,1,1,0.5951146645682525,2
3351-NGXYI,Month-to-month,DSL,Electronic check,16,12-24m,54.1,889.0,1,0,0.4189936747915212,3
8984-EYLLL,Two year,Fiber optic,Electronic check,64,48-72m,105.25,6823.4,4,0,0.09877832982942038,7
9057-MSWCO,Month-to-month,DSL,Credit card (automatic),27,24-48m,30.75,805.1,1,1,0.20163008335465027,5
9833-TGFHX,One year,Fiber optic,Electronic check,42,24-48m,97.1,4016.75,3,0,0.22812441698330133,5
9294-TDIPC,Month-to-month,No,Mailed check,5,0-6m,20.2,83.75,0,0,0.13066406964302302,6
5229-DTFYB,Two year,Fiber optic,Bank transfer (automatic),41,24-48m,98.8,3959.15,4,0,0.1139272942477276,7
0104-PPXDV,One year,DSL,Credit card (automatic),58,48-72m,50.3,2878.55,1,0,0.030032780716135337,9
5176-LMJXE,Two year,No,Mailed check,47,24-48m,20.55,945.7,0,0,0.015948796317142286,9
3583-KRKMD,Month-to-month,Fiber optic,Bank transfer (automatic),18,12-24m,75.9,1373.05,1,0,0.3779127582730812,4
1010-DIAUQ,Month-to-month,Fiber optic,Bank transfer (automatic),5,0-6m,96.5,492.55,3,1,0.6145748154336774,2
9069-LGEUL,Month-to-month,DSL,Bank transfer (automatic),23,12-24m,59.95,1406.0,2,0,0.20474852752435055,5
7302-ZHMHP,Month-to-month,No,Mailed check,1,0-6m,19.15,19.15,0,0,0.1695743624905548,6
9571-EDEBV,One year,Fiber optic,Credit card (automatic),71,48-72m,98.65,6962.85,3,0,0.14042697811817229,6
3520-FJGCV,Two year,Fiber optic,Credit card (automatic),72,72m+,112.6,8126.65,6,0,0.03344523162567275,8
6563-VRERX,One year,No,Mailed check,33,24-48m,20.6,690.25,0,0,0.02582612514076836,9
0259-GBZSH,Month-to-month,Fiber optic,Electronic check,2,0-6m,85.65,181.5,1,1,0.808408051609232,1
6122-EFVKN,Two year,DSL,Mailed check,24,24-48m,35.75,830.8,2,0,0.03751893018072098,8
2805-EDJPQ,One year,Fiber optic,Credit card (automatic),56,48-72m,99.75,5608.4,4,0,0.09660474330892292,7
6862-CQUMB,Month-to-month,Fiber optic,Credit card (automatic),37,24-48m,96.1,3646.8,3,0,0.42678355001363877,3
7156-MXBJE,One year,DSL,Credit card (automatic),43,24-48m,85.1,3662.25,5,0,0.0765172502327182,7
6158-HDPXZ,Month-to-month,DSL,Mailed check,1,0-6m,25.35,25.35,0,0,0.4267619340844615,3
9601-BRXPO,Month-to-month,Fiber optic,Bank transfer (automatic),25,24-48m,104.95,2566.5,4,1,0.5083775946610402,3
2863-IMQDR,Two year,DSL,Electronic check,61,48-72m,89.65,5308.7,6,0,0.025926629530997263,9
5686-CMAWK,One year,Fiber optic,Electronic check,17,12-24m,86.75,1410.25,2,0,0.30189741775060885,4
5651-CRHKQ,One year,Fiber optic,Bank transfer (automatic),41,24-48m,86.2,3339.05,3,0,0.10229289452187254,7
6905-NIQIN,Month-to-month,DSL,Mailed check,1,0-6m,50.65,50.65,1,1,0.2948070466804685,4
8204-YJCLA,Two year,DSL,Bank transfer (automatic),72,72m+,64.8,4732.35,6,0,0.019842810981519677,9
5167-ZFFMM,Month-to-month,Fiber optic,Credit card (automatic),1,0-6m,90.85,90.85,2,1,0.7105713431561378,1
6583-SZVGP,Two year,Fiber optic,Bank transfer (automatic),48,48-72m,108.1,5067.45,4,0,0.14570783213487407,6
4895-TMWIR,Month-to-month,No,Mailed check,11,6-12m,19.95,214.75,0,1,0.14145255347038616,6
0533-BNWKF,Month-to-month,Fiber optic,Electronic check,55,48-72m,85.45,4874.7,2,1,0.34997399363057163,4
1708-PBBOA,One year,DSL,Electronic check,42,24-48m,54.75,2348.45,5,0,0.1024139852997183,7
8782-LKFPK,Month-to-month,Fiber optic,Mailed check,44,24-48m,90.4,4063.0,2,0,0.37713603476603885,4
5522-JBWMO,Month-to-month,DSL,Electronic check,1,0-6m,44.0,44.0,0,0,0.38885815517064715,4
3597-MVHJT,Month-to-month,Fiber optic,Bank transfer (automatic),27,24-48m,95.6,2595.25,2,0,0.6000150093179653,2
9774-NRNAU,Month-to-month,DSL,Bank transfer (automatic),27,24-48m,84.8,2309.55,5,0,0.31603627915442245,4
0224-RLWWD,Month-to-month,DSL,Electronic check,2,0-6m,44.3,89.3,0,0,0.5537091301047369,2
9967-ATRFS,Month-to-month,No,Mailed check,19,12-24m,19.9,367.55,0,0,0.09864079956610418,7
3951-NJCVI,Month-to-month,Fiber optic,Electronic check,42,24-48m,95.05,3944.5,2,0,0.6204268242931902,2
2977-CEBSX,Two year,DSL,Credit card (automatic),66,48-72m,90.05,5965.95,6,0,0.020396506009849616,9
0177-PXBAT,Month-to-month,Fiber optic,Bank transfer (automatic),33,24-48m,109.9,3694.7,5,0,0.4054294896304093,3
6599-CEBNN,Month-to-month,Fiber optic,Credit card (automatic),34,24-48m,73.95,2524.45,1,1,0.33262256288450365,4
2519-ERQOJ,Month-to-month,DSL,Electronic check,33,24-48m,54.6,1803.7,4,0,0.4559915348907739,3
5876-QMYLD,One year,No,Mailed check,23,12-24m,20.05,415.1,0,0,0.036248411885785835,8
2277-AXSDC,One year,No,Bank transfer (automatic),32,24-48m,19.75,624.15,0,0,0.0338971727358855,8
9442-JTWDL,One year,No,Credit card (automatic),11,6-12m,20.05,237.7,0,0,0.06734467426492168,7
0979-PHULV,Month-to-month,Fiber optic,Credit card (automatic),69,48-72m,99.45,7007.6,3,1,0.23111730518074985,5
3067-SVMTC,One year,DSL,Bank transfer (automatic),68,48-72m,55.9,3848.8,2,0,0.010489528885905442,10
5495-GPSRW,Two year,No,Mailed check,20,12-24m,19.7,419.4,0,0,0.03941907213473375,8
7606-BPHHN,Two year,No,Credit card (automatic),72,72m+,19.8,1468.75,0,0,0.007257934961766548,10
4742-DRORA,One year,Fiber optic,Bank transfer (automatic),60,48-72m,95.4,5812.0,3,0,0.09454450643164353,7
0111-KLBQG,Month-to-month,Fiber optic,Mailed check,32,24-48m,93.95,2861.45,3,0,0.47328334066888,3
4800-VHZKI,Month-to-month,No,Mailed check,1,0-6m,19.9,19.9,0,1,0.22083165933684765,5
7989-CHGTL,Month-to-month,No,Mailed check,1,0-6m,19.6,19.6,0,1,0.22208281100534125,5
0334-GDDSO,Month-to-month,Fiber optic,Electronic check,3,0-6m,81.35,233.7,1,1,0.7697393915152494,1
4163-NCJAK,One year,No,Bank transfer (automatic),46,24-48m,24.45,1066.15,0,0,0.037165376369364615,8
5233-AOZUF,Month-to-month,Fiber optic,Electronic check,29,24-48m,74.95,2149.05,0,0,0.5400688150548765,2
5973-EJGDP,Month-to-month,Fiber optic,Electronic check,51,48-72m,87.35,4473.0,3,0,0.28748526363321797,4
1996-DBMUS,Month-to-month,Fiber optic,Bank transfer (automatic),48,48-72m,70.65,3545.05,0,0,0.26821304375688415,5
7916-VCCPB,Month-to-month,Fiber optic,Bank transfer (automatic),16,12-24m,73.25,1195.75,1,0,0.33990812143505933,4
4686-GEFRM,Two year,Fiber optic,Bank transfer (automatic),70,48-72m,98.7,6858.9,4,0,0.041214254323637234,8
5249-QYHEX,Two year,No,Mailed check,40,24-48m,24.8,1024.7,0,0,0.021841955834336266,9
0578-SKVMF,Month-to-month,Fiber optic,Electronic check,22,12-24m,83.3,1845.9,2,1,0.4529050802267149,3
5564-NEMQO,Month-to-month,Fiber optic,Bank transfer (automatic),1,0-6m,75.3,75.3,1,1,0.6543249519258403,2
2233-FAGXV,Month-to-month,No,Mailed check,5,0-6m,24.3,132.25,0,0,0.21180054284731972,5
5605-IYGFG,Month-to-month,Fiber optic,Bank transfer (automatic),7,6-12m,69.85,515.45,0,0,0.5631492112923626,2
7663-ZTEGJ,One year,Fiber optic,Credit card (automatic),29,24-48m,100.55,2830.45,4,0,0.1655736600882765,6
3935-TBRZZ,One year,No,Mailed check,44,24-48m,25.7,1110.5,0,0,0.023790378247014358,9
8111-BKVDS,Month-to-month,DSL,Bank transfer (automatic),10,6-12m,40.7,449.3,3,0,0.2543257237488062,5
2055-SIFSS,Month-to-month,DSL,Bank transfer (automatic),55,48-72m,51.65,2838.55,0,0,0.10036642688021558,7
2806-MLNTI,One year,Fiber optic,Bank transfer (automatic),52,48-72m,105.1,5376.4,4,0,0.24978738624165944,5
8734-DKSTZ,Month-to-month,Fiber optic,Electronic check,10,6-12m,85.95,858.6,1,0,0.6283362956575606,2
4360-PNRQB,Month-to-month,Fiber optic,Bank transfer (automatic),18,12-24m,75.6,1395.05,0,0,0.5384333384202679,2
6152-ONASV,One year,DSL,Bank transfer (automatic),68,48-72m,58.25,3975.7,2,0,0.014855785436124772,9
9063-ZGTUY,Month-to-month,No,Mailed check,61,48-72m,19.4,1182.55,0,1,0.029625640484979707,9
7781-HVGMK,Two year,DSL,Credit card (automatic),72,72m+,65.2,4784.45,6,0,0.016248294909930315,9
2181-UAESM,Month-to-month,DSL,Electronic check,2,0-6m,53.45,119.5,2,0,0.3287642281589131,4
2957-LOLHO,Month-to-month,DSL,Bank transfer (automatic),12,12-24m,45.4,518.9,0,1,0.31009118724063606,4
6048-NJXHX,Two year,No,Electronic check,41,24-48m,19.75,899.45,0,0,0.02831654624204671,9
2320-SLKMB,Month-to-month,DSL,Credit card (automatic),26,24-48m,44.45,1183.8,3,0,0.30809760509570533,4
4980-URKXC,One year,No,Bank transfer (automatic),36,24-48m,20.85,720.05,0,0,0.026956537768199392,9
4376-KFVRS,Two year,Fiber optic,Credit card (automatic),72,72m+,114.05,8468.2,6,0,0.03232977444028812,9
5886-VLQVU,Month-to-month,Fiber optic,Bank transfer (automatic),35,24-48m,89.85,3161.2,2,0,0.3566509286446222,4
3577-AMVUX,Month-to-month,DSL,Mailed check,1,0-6m,55.05,55.05,2,0,0.2402052173350036,5
0771-WLCLA,Month-to-month,Fiber optic,Electronic check,16,12-24m,112.95,1882.55,5,0,0.5470183411244735,2
5628-RKIFK,Month-to-month,Fiber optic,Credit card (automatic),49,48-72m,101.55,5070.4,3,0,0.3037168936859943,4
0206-TBWLC,One year,Fiber optic,Mailed check,54,48-72m,114.65,6049.5,6,0,0.10924396327273997,7
2937-FTHUR,Month-to-month,DSL,Electronic check,18,12-24m,64.8,1166.7,2,0,0.29359136702307276,4
1910-FMXJM,Month-to-month,Fiber optic,Electronic check,36,24-48m,80.4,2937.65,1,0,0.382660117615055,4
7752-XUSCI,Month-to-month,Fiber optic,Electronic check,60,48-72m,105.9,6396.45,4,1,0.40488651343265586,3
4110-PFEUZ,Month-to-month,Fiber optic,Mailed check,1,0-6m,69.55,69.55,0,1,0.5281224099976157,3
0732-OCQOC,Two year,No,Bank transfer (automatic),52,48-72m,25.05,1270.25,0,0,0.01467070037237535,10
5168-MSWXT,Month-to-month,Fiber optic,Electronic check,8,6-12m,94.75,759.55,3,0,0.7248074285637951,1
1090-ESELR,Two year,Fiber optic,Bank transfer (automatic),72,72m+,105.5,7611.55,5,0,0.016830418313968025,9
8592-PLTMQ,One year,No,Mailed check,64,48-72m,24.7,1642.75,0,0,0.015648812455722104,9
5760-WRAHC,Month-to-month,DSL,Mailed check,22,12-24m,69.75,1545.4,4,0,0.19599132427379526,5
8847-GEOOQ,Month-to-month,DSL,Bank transfer (automatic),60,48-72m,60.2,3582.4,5,0,0.12866062828765235,6
0256-LTHVJ,Month-to-month,Fiber optic,Electronic check,28,24-48m,81.05,2227.1,1,1,0.493666737050769,3
4785-FCIFB,Two year,No,Mailed check,61,48-72m,24.4,1417.9,0,0,0.009029179157842735,10
8313-NDOIA,Month-to-month,Fiber optic,Electronic check,24,24-48m,104.15,2494.65,4,0,0.7044222446050976,1
5149-CUZUJ,One year,Fiber optic,Bank transfer (automatic),28,24-48m,92.9,2768.35,4,0,0.1376771448306829,6
0942-KOWSM,Two year,DSL,Bank transfer (automatic),30,24-48m,80.8,2369.3,5,0,0.039459630280128624,8
